LOGRADOURO_NOME,LATITUDE,LONGITUDE
DIÁCONO SILVÉRIO DA SILVA NEGRÃO,-25.3501773,-49.267303
EVERLY TEREZINHA PYPCAK LUQUETTA,,
FRANCISCO GABARDO FILHO,-25.5653592,-49.2860658
JAMAICA,-25.4736894,-49.2683998
ENGENHEIRO AGRÔNOMO LAURO KLAS,-25.3981466,-49.2936565
JOSE PICUSSA,-25.4738654,-49.3612091
.,-25.4295963,-49.2712724
LAURA TRIZOTE,-25.4565873,-49.1971969
rua nossa senhora da paz,-25.4993083,-49.2275068
JUSCELINO DIAS DOS SANTOS,-25.4548027,-49.2004467
PRAXEDES SILVA AVELLEDA,-25.3838289,-49.3242925
padre joão torreciano,,
DEUSMIRA MARIA DE ALMEIDA,-25.4412121,-49.3176152
ESTEVÃO MANIKA,-25.3524888,-49.2430326
jevert massagener,,
PARNAIBA,-25.4227921,-49.2793764
pastor carlos frank,-25.5161972,-49.2311876
IRENE PEREIRA DA SILVA - ROSA PEREIRA,-25.39856765,-49.29359420331532
ANTONIO KOLOGE,-25.4632983,-49.3511737
JOSE BREDA SOBRINHO,-25.5307117,-49.2946112
parque atuba,-25.38017755,-49.20673868933915
MELODIA,-25.4654139,-49.2106873
attilio pioto,,
JORNALISTA LUIZ CARLOS CAVALCANTI,-25.4593562,-49.1980865
av republica argentina,-25.4490096,-49.2878389
THEODORO BORDIGNON,-25.4936652,-49.2056273
ALEXANDRE LEOCADIO SANTANA,-25.462756,-49.3636148
FLORIANO RAMOS RIBEIRO,-25.4539614,-49.2237304
IRMÃO RUPERTO FÉLIX,-25.3943041,-49.2642105
lorenço pinto,,
camomila,,
PRAÇA AFONSO BOTELHO,-25.446892400000003,-49.27504608386826
GRALHA AZUL,-25.4838389,-49.223539
SABURO OKUBO,-25.3975131,-49.2816371
paraná,-25.4295963,-49.2712724
joão leopoldo jacomel,-25.4310898,-49.2037431
ÂNGELO TREVISAN,-25.4158065,-49.3171375
da gloria,-25.4207212,-49.2675763
angelina Braga  cotezi,,
dognor cunha,-25.485342,-49.2978324
RADIALISTA OLDEMAR KRAMER,-25.4585567,-49.1962064
RUBENS DE MELLO BRAGA,-25.4827129,-49.29820503994293
JOSE CLEMENTE DE OLIVEIRA,-25.5183884,-49.3204487
alberto cominese,-25.5581516,-49.3218073
LEONY ODETTE GANTZEL ZANDONÁ,-25.3744368,-49.2730328
rua corbélia,-25.5372294,-49.2680362
NELSOm JORGE,,
salvador ferrante,-25.5021441,-49.2508718
MARIA BENATO VOLPI,-25.3992241,-49.3539408
CAP. DOUTOR ANTONIO JOSE,-25.5052897,-49.2726224
ORALINA DE CORDOVA MIRANDA,,
OSIEL FONSECA DE SOUZA,,
Dionisio markovicz,,
MARIA JOSE DE SOUZA,-25.5428552,-49.3005251
RIVAGLIA F. MACEDO,,
ALDOMIR BREHMER,,
IRMÃ ANGÉLICA MAZZAROTTO,,
ANTONIO FRANCISCO VIEIRA,-25.413026,-49.3460009
MARCELO REIS DOMINGUES BENTO,-25.4708386,-49.1898408
DOM MANUEL DA SILVEIRA D ELBOUX,-25.4316891,-49.2257636
Carlos Blanck,-25.4794797,-49.3047491
nair sf cazelatto,,
BRASÍLIO FRANÇA,-25.4493699,-49.2197599
veríssimo Marquês,-25.5376832,-49.1956454
FULVIO JOSE ALICE,-25.414963,-49.2219817
JOAO KRYZANOWSKI,-25.3526355,-49.2565114
Br 277,-25.4306393,-49.335058
MANOEL JOAQUIM DE QUADROS,-25.4800242,-49.3058557
"ITATIAIA, 90",-25.4779252,-49.2945489
PAULINO JOSÉ SCHMITT,-25.4816752,-49.20293655580067
CATARINA MARGARIDA LUVIZOTO GORDA,-25.4326134,-49.3213713
CATHARINA DELY,-25.5336176,-49.2761614
FLORENTIM ANÇAY,,
BRUNO DRESSLER,-25.5687737,-49.340445
JOÃO DALLES CARBONAR,-25.3536403,-49.2722434
MARECHAL ALBERTO FERREIRA DE ABREU,-25.43887125,-49.28888916564663
EQUADOR,-25.4079742,-49.2414049
REINHARD MAxx,,
PADRE JOAO SOTTO-MAIOR,-25.42190995,-49.27516379865248
João Rafael Machado,,
rua pedro gabardo,-25.4954158,-49.2610765
"SOLDADO GIOVANI DAL NEGRO, CASA 6",-25.4540306,-49.3389731
DELPHIM MOREIRA,-25.4520373,-49.3020701
NEWTON FRANÇA BITTENCOURT,-25.3972529,-49.2633871
JOVINO CAVALHEIRO DOS SANTOS,-25.3857768,-49.2085087
ILDEFONSO BORBA CORDEIRO,,
LUIZ DEL GOBBO,-25.4977866,-49.2974125
das amoreiras,-25.467956,-49.3152952
JEFERSON REIS ROSA,-25.4802085,-49.2746812
joão candido,-25.3782961,-49.1269971
LYA MARQUES VIEIRA,-25.3583768,-49.2765963
Expedicionario Francisco Alves de Oliveira,-25.5314676,-49.249913
JOAO PAULO BONETTI,-25.3967244,-49.3158247
DOZOLINA SLOMPO LAZAROTTO,-25.3745012,-49.2477263
SÃO DOMINGOS SÁVIO,-25.5122419,-49.3259332
apostolos,-25.4807485,-49.5646064
TORQUATO TASSO,-25.5101072,-49.2839116
RIVAIR GALDINO RODEIRO,-25.5316959,-49.3322732
PEDRO LEINEKER,-25.5282629,-49.3350007
angelina buzzeti,,
OSVALDO TOSATO,-25.4436476,-49.3462125
br277 parque peladeiro,,
cidade do ouro,,
PALMÍRIO VERNES,-25.3513324,-49.2712399
ZACARIAS NASSUR,-25.4547714,-49.3100673
CORNÉLIO PROCÓPIO,-25.4870025,-49.3445572
LOURDES ERZINGER CORREIA,,
DOUTOR MÁRIO ESMANHOTTO,-25.396167,-49.3309525
rua cidade gaucha,-25.4779819,-49.3457261
GRAPIRA,-25.413882,-49.3540127
CEZAR PEREIRA SILVA,-25.5037559,-49.3365358
TAKESHI KOGA,-25.4547892,-49.2030611
FRANCISCO GORSKI,-25.4474564,-49.287473286579896
LEONOR RIBAS PIRES DA ROCHA,,
nunes machado,-25.4477004,-49.2706346
ARMANDO DELLA BIANCA,-25.4628533,-49.205715
LUIZ  carlos muggiati,-25.5299026,-49.2426654
ENGENHEIRO LINNEU RATTON,-25.4953963,-49.2206976
DES. EURICO PEREIRA DE MACEDO,,
PÉROLA,-25.5628714,-49.28148942759254
JOSÉ AUGUSTO DOS SANTOS,-25.3977677,-49.2998636
MARIA TODESCO,-25.3905611,-49.2621867
TIJUCASM DO SUL,,
RESELENE DE SOUZA,-25.5094587,-49.3276034
Palmiteiro,,
SILVIO COLLE,-25.3926396,-49.2266561
MARIA JULIA CORRÊA DA SILVA,-25.4166734,-49.3398849
CLÓVIS BEVILAQUA,-25.4818029,-49.2294826
ALEXANDRINO ALVES DE OLIVEIRA,-25.5355539,-49.2756197
JOSE RISSETO,-25.4103954,-49.3335164
EGAS ROSA SAMPAIO,-25.3575177,-49.2747164
BARÃO DO CERRO AZUL,,
br cento e dezeseis,,
westphallen,-25.768373,-49.7132867
OSCAR CHANOSKI,-25.4405801,-49.3592592
ESTEPHANA PIETRUZA,-25.5045018,-49.2847767
PROFESSOR JOÃO ARGEMIRO LOYOLA,-25.4525626,-49.3030084
FIORAVANTE JOSÉ BERALDIN,-25.4980922,-49.3384619
rua engenheiro luis augusto leão fonseca,,
JULIO XAVIER VIANNA,-25.5417021,-49.3421772
RUA ANTONIO TORTATO,-25.4941781,-49.2020366
JOSE DAS CHAGAS LIMA,-25.4056674,-49.3241957
rua denilson felipe de lima,-25.50961,-49.3270375
dom geraldo miqueleto pelanda,,
joana percegona zen,-25.5555513,-49.1074056
VILA VELHA,-25.4618848,-49.2011783
nestor de castro,-25.4279146,-49.2710686
santos dumont,-25.40072895,-49.23743268904315
br cento dezesseis,,
DOUTOR JOAQUIM AMARAL,,
CANUTO CALMON MARTINS DE ALMEIDA,-25.49845,-49.203251
ESTADO DE ISRAEL,-25.4541104,-49.2989413
egito,-25.4649974,-49.2108254
miguel caluf,-25.4468931,-49.2243353
RUY RENÊ LANGER,-25.412493,-49.2371228
r wilson dacheux pereira,-25.5291985,-49.2468689
JOSÉ LAURINDO DE CASTRO,-25.4957679,-49.203116
nivaldo alves barão,,
MARIA NEUZA DE FATIMA FERREIRA,,
rua minas gerais,-25.462309,-49.2750152
MAESTRO LINDOLPHO GAYA,,
MIGUEL FURMANN,-25.5843052,-49.3283451
PAULO CESAR RODRIGUES DE ALMEIDA,-25.4870283,-49.1970352
rua safira,,
NELSON JORGE,-25.5944725,-49.3349363
MARIANA LIMA SILVA,,
CORONEL  NELSON ROMERO STADLER DE SOUZA,,
JOSÉ AUGUSTO ESCOBAR,-25.5071387,-49.3266531
ALFREDO GULIN,-25.4072778,-49.2527693
JOAO HENRIQUE HOFFMANN,,
engenheiro blei,,
Av:das industrias,-25.501537,-49.3161301
ESCRITOR JORGE LUIZ BORGES,-25.412588,-49.338398
ANNA GARCIA DA SILVA,-25.4027748,-49.2895744
rua cidade cel de freitas,-25.4549073,-49.3536181
Elbe de Macedo,-25.5335419,-49.2801926
JOHN FOSTER DULLES,-25.4518971,-49.3065495
guaçui,-25.5528396,-49.2506793
joão betega,,
TÚLLIO SÁ PEREIRA DE SOUZA,-25.3908981,-49.2339754
DR FABIO ROGERIO BERTOLINI ARNS,,
PRESIDENTE JOÃO GOULART,-25.5772132,-49.3321452
são paulo,-25.4623132,-49.2797182
AIDE GOMES GONÇALVES,,
SARGENTO PEDRO NUNES PEREIRA,-25.3932755,-49.2276245
Tadeu rogerio pamplona,-25.427165,-49.3170362
ROMULO CEZAR ALVES,-25.3799648,-49.3320287
REVERENDÍSSIMA PASTORA ODÁ DE CASTRO PESSANHA,,
EXPEDICIONARIO CLAUDIO JOAY,-25.55601,-49.2513831
av: parana,-25.4081988,-49.2540305
travessa da lapa,-25.4339088,-49.2661561
EURICO JULIO BETTEGA,-25.4377472,-49.367999
PAULO ANTONIO SCHWANKA,-25.450557,-49.1992918
salin calixto,-25.3511928,-49.2591093
DIVAIR LUIZ DOS SANTOS,-25.528088,-49.2478261
rocha pompo,,
13 de maio,-25.4266832,-49.2723571
pastor manuel v de souza,,
castro,-25.456978,-49.22555907413123
carlos gomes,-25.4588685,-49.3938095
nereu de souza,,
alfredo jose pinto,-25.4775291,-49.3260238
ALCEU JOSÉ GUADAGNIN,-25.4498478,-49.1994586
PROFESSOR JOSE DEMETERCO,,
JOSÉ DOMAKOSKI,-25.4387242,-49.301661
SOLDADO HEBER DOMINGOS ALVES PINTO,,
EMILIO BERTOLINI 889,-25.4446501,-49.2051189
DOUTOR JAYME GASPARIN,-25.5800736,-49.3363897
rua portolo gosso,,
felicio MAZUROSKI,,
FRANCISCO DE BASTOS,-25.5357704,-49.2888415
JOSÉ ZARDO,-25.3893385,-49.3338849
HILTON DE MATTOS LEÃO,-25.4748774,-49.1984285
DESEMBARGADOR JOAQUIM IGNÁCIO DANTAS RIBEIRO,-25.4606203,-49.194436
ALEXIS NARLOCH,-25.5608804,-49.2532189
DEPUTADO ESTÉFANO MIKILITA,-25.4769148,-49.2933083
candido hartmam,,
MIGUEL ZINHER,-25.3196419,-49.2970815
CORONEL AVIADOR JOSE BIAGINI MORAES,-25.5598536,-49.3353374
JAMIR DE FÁTIMA SANTOS,-25.5605664,-49.3362537
DOUTOR ROMUALDO A BARAÚNA,,
OCTÁVIO GIRARDI,-25.4604119,-49.2030808
acesso 3,-25.5233047,-49.2426623
PEDRO SIMPLÍCIO MOREIRA FILHO,-25.4988415,-49.3488338
rua mario florico,,
R. LILIAN JULIA DE OLIVEIRA,-25.3823343,-49.3006815
JOSE JOAQUIM CORREA DA SILVA,,
LIGUARU ESPÍRITO SANTO,-25.3929371,-49.357515
TEN BRIG FRANCISCO DE ASSIS CORREA DE MELLO,,
PAULO ARENDARCHUK,-25.5231141,-49.2338211
MATHIAS VALESCO,-25.3657235,-49.2206731
MARIA JUSTINA MIRANDA,-25.3839448,-49.1960116
MANOEL QUIRINO DOS SANTOS,-25.5343921,-49.2803912
JOÃO KUBIS,-25.3756311,-49.2756246
JANDIRA FERREIRA DOS SANTOS,-25.478462,-49.3202662
VEREADOR VICTORIO JOSE RODA,-25.5321666,-49.3329839
PROFESSORA MARLI QUEIROZ  AZEVEDO,-25.547398450000003,-49.26424395194951
OVANDE ROCHA DOS SANTOS,,
nova aurorinha,-25.540967,-49.2766443
Paraná,-25.4295963,-49.2712724
PRAÇA PROFESSOR HILDEGARD,-25.47666225,-49.29396169188568
WADISLAU BRANTE,,
Clara kuchenny,,
JOSE GRECHESKI,,
ANTONIO BUSO,,
PRAÇA PROFESSOR HILDEGARD SCHMAH,,
SEBASTIANA BOESI BRAGA,-25.5017054,-49.3227983
dom pedro,-25.1860778,-49.3153084
alexandro glenski,-25.5619214,-49.2553622
capitão antonio jose,-25.5052897,-49.2726224
ALEXANDRE UGLENSKI,,
jose serrato,-25.3780308,-49.2354977
ignêz de souza soares,-25.549851,-49.2989766
rio xingu,-25.4033667,-49.2027996
Manoel Valdomiro de Macedo,-25.5171587,-49.3257629
atilio pioto,-25.479383,-49.2010549
marachal floriano,,
marechal floriano,-25.4392297,-49.2678734
joao gualberto,-25.4226444,-49.2668943
mANOEL MAXIMO  DOS SANTOS,-25.4696526,-49.2079184
Cândido Hartmann,-25.4268727,-49.298804
mariano torres,-25.4351817,-49.2603459
ARI JOSÉ VALE,,
ARION FERNANDES,-25.5172836,-49.3194296
JOSE MOLENDA,-25.5182646,-49.2717151
fausto pereira,-25.5134061,-49.3218496
OLIVARDO KONOROSKI BUENO,-25.5752582,-49.3313351
sete,-25.43936735,-49.26884159653001
CECÍLIA MARIA WESTPHALEN,-25.4707535,-49.3256754
MIGUEL GEARA,-25.4933341,-49.2053948
IDALINO FRANCISCO TULIO,-25.362218,-49.2155002
andre de barros,-25.4348439,-49.2688101
rubens oscar guille,,
dr luis fernando van der brocke,,
padre anchieta,-25.4351516,-49.3045211
visconde de nacar,,
nilo peçanha,-25.3942374,-49.2728503
jardinete ambiental,,
TEN FRANCISCO FERREIRA DE SOUZA,-25.5015234,-49.2388357
vicente machado,-25.5942156,-49.40816825715956
arthur pina,-25.4960118,-49.2435131
professor joão agemiro loyola,,
isaac ferreira da cruz,,
alba bertoldi,,
butiazinho,,
josé merhy,-25.3932687,-49.2431544
Guilherme Miguel,,
ODELAIR RODRIGUES,-25.4699664,-49.3239529
RUDI LABSCH,-25.496609,-49.3330051
VALMIR LUIZ GUBERT,-25.5343732,-49.3312455
adolfo froese,-25.4729631,-49.3217836
GUARANÁ,-25.4841625,-49.2172694
ILHA DE ITACOLOMI,-25.4869898,-49.3066162
engenheiro costa barros,-25.4511621,-49.2149569
afonso nassife,-25.4961454,-49.2448593
pedro collare,,
tomaz edson,-25.51539045,-49.29415865733846
abrao jaque duque,,
hussein ibrahin homaire,,
PEDRO LAZARI,-25.5441346,-49.2539302
sao francisco,-25.4237543,-49.2770883
cELESTE Tortato GABARDO,-25.544066,-49.2810614
nossa senhora da cabeça,-25.4959685,-49.31335507842754
carlos cavalcante,-25.1936797,-49.3123025
faivre,-25.4259993,-49.2629093
xxxxx,,
ROBERTO BARBOSA DE ALMEIDA,-25.5295997,-49.2554415
ODILON RAMOS,-25.4752844,-49.197546
silvio corazza,-25.5588141,-49.252797
RUA : LUDEVINA,,
ARISTIDES OUTEIRAL HOEFEL FILHO,,
PADRE ALBINO VICO,,
NELSO JOSÉ LAUTHART,,
almirante alexandrino,-25.5202739,-49.1957633
LORICEA ANTONELO,,
pres. faria,,
lYSIMACO FERREIRA DA COSTA,-25.4179235,-49.2665935
GERALDO GUSTAVO OSCAR MÜLLER,,
FLORISVAL LANCONI,-25.4333471,-49.2229136
senador aldo guimarães,,
DONA HONORINA VALENTE,,
WILSON REINALDO PELANDA,-25.5633271,-49.2724964
RUA CONCEIÇÃO,-25.4524896,-49.2527268
pastor waldomiro bileski,-25.5426588,-49.2619527
victor hugo,-25.41775725,-49.241380488827545
PRAÇA DESEMBARGADOR ARMANDO CARNEIRO,-25.47602225,-49.291710009378335
nova cantu,-25.5518429,-49.2732347
MELVIN JONES,-25.534180300000003,-49.21009337180451
ADOLFO ANÇAY,-25.5875333,-49.3397824
EDWIRGES tulio,,
TEREZINHA OLOSZ SAMILA,-25.5855883,-49.3434517
TENENTE CORONEL DOSDETTE DE JAIME FABRÍCIO,-25.5952756,-49.3394159
RADIALISTA OLIVER RAUCHBACH,,
ANTÔNIO DOLATA,-25.5933972,-49.3345306
BOSQUE IRMÃ CLEMENTINA,-25.41198015,-49.21857405223111
BEIRA RIO,-25.5951655,-49.3972255
PIRAI DOSUL,,
SARGENTO AROLDO CORDEIRO JUNIOR,,
MARIA LUIZA ROSSA,-25.4542679,-49.3764693
manoel alves vieira,-25.4400706,-49.1607589
ROSA MARIA DE CARVALHO,-25.4571127,-49.1991541
francisco alves,-25.4335076,-49.2546442
GERMANO ERBRECHT,-25.5328613,-49.2875312
PAULO SANTI,-25.3978708,-49.27603219386428
SOPHIA COSLOSKI FIALA,-25.5300105,-49.249912
terezinha oloz samila,,
FRANCISCO JOSÉ GOMES RIBEIRO,,
BERMIVAL ANTONIO BOZZA,-25.5646925,-49.2834528
DESEMBARGADOR ALBUQUERQUE MARANHÃO,-25.4208912,-49.2278506
ANTONIO HECKE,,
FAVO DE MEL,-25.5007038,-49.3397847
JOAQUIM FERREIRA LOPES,-25.557148,-49.2623705
MAJOR FRANCISCO HARDY,-25.4522314,-49.3306454
GUILHERME DONATTI,-25.43243445,-49.21601630439902
rui barboza,,
helena m. borges,,
rua Catulo da paixão cearense,-25.4665454,-49.2117427
prodocimo lago 290,-25.3743193,-49.2759588
MARIA DINA DAS CHAGAS ZELINSKI,-25.4881212,-49.205274
BRASILICIA DOS SANTOS MUNIZ,-25.5128073,-49.279864019614806
ALBERTO HAMMERSCHMIDT,-25.4764434,-49.2943722
DOUTOR RAFAEL SIMILLE RIBEIRO,,
rio BACACHERI,-25.4083556,-49.2199248
JOSÉ DE PAULA PEREIRA,-25.4527954,-49.2121491
NEUZO BENEDITO ALBERTI,,
rua um,-25.5625558,-49.2834005
RIO vila guaira,-25.4657012,-49.2656669
REVERENDO ELIAS ABRAHAO,-25.5285006,-49.25481306498188
TAPIRANGA,-25.4226615,-49.3393224
rafael simile ribeiro,,
NICOLAU PEDRO,-25.420634300000003,-49.30204505514202
DO AÇO,-25.4936046,-49.3417876
WALDEMAR PORTUGAL FREIXO,-25.3808565,-49.2415706
caetano marchezini,,
CECÍLIA DO REGO ALMEIDA,-25.43106325,-49.24948666035353
JOSÉ BÓRIO,-25.48563165,-49.34557644326685
ZACARIAS ALVES DE SOUZA,-25.3942355,-49.3334205
JOSÉ KNOPFHOLZ,-25.42185005,-49.2681758706813
rod. br cento e dezesseis,,
cento e dezeseis,,
mauricio fruit,,
milton viana,,
ESTANISLAU SELENKO,-25.563759,-49.2879161
ESTANISLAU PAMPUCHE,-25.4390267,-49.3138189
Esperandio Domingos Foggiatto,-25.448623,-49.2489365
Rua Rivadávia,-25.4782938,-49.1975094
joão manoel,-25.4248797,-49.2764228
dr aluizio frança,-25.4314833,-49.3098179
Cel antonio ricardo dos santos,-25.47765,-49.2560784
alexandre glenski,,
ROSALINA CALIXTO,-25.5422017,-49.2795115
ROGERIO DE AGUILLAR MINETTO,,
IZALLINO BUOZI,,
SAÍRA-DOURADA,-25.5568575,-49.2634933
DOUTOR LUIZ FERNANDO VAN DER BROOCKE,-25.4095905,-49.2281262
R MAL. FLORIANO PEIXOTO,-25.4770599,-49.2495806
WALDOMIRO DE MELLO MORAES,-25.5519337,-49.2705132
RUI ANTONIO GABARDO,-25.5417202,-49.3015979
SEMPRE VIVAS,-25.4649974,-49.2108254
xx,,
LOUIS ESQUIER,-25.4893261,-49.2132864
CRISTIANO AIROZO,-25.4713768,-49.3435909
ZELINDA FANINI SCHIER,-25.49416295,-49.26334103845109
filomena folgasa,,
aniball curi,,
RUTH MARIA PASETTI,,
safira,,
JOSÉ MARCELINO DA SILVA JUNIOR,-25.5054909,-49.310014
LUISA BUENO GOMM,,
Via venetto,,
rua da união,,
ANTONIO LAU,-25.4379885,-49.3159776
ANAMBÉS,-25.4468494,-49.2151792
PROFESSOR EMÍLIO JOSÉ A UBA,,
MARIA BARCIK CHIMASO,,
DEPUTADO ANÍBAL KHURY,-25.516535,-49.3369515
JOSÉ ARLINDO SALIM,-25.5838592,-49.2847095
OLGA MARIA MONTEIRO CORTÊS,,
ROZALIA TATARIN,-25.4903598,-49.1995136
MARIA JOSEPHINA MONTEIRO FRANCO,-25.5336542,-49.231114
chacara sessenta,-25.5877365,-49.327869
116 Km 106,,
JOSÉ SEMES,-25.5716823,-49.2031756
OSIRIS DEL CORSO,-25.469735,-49.203365
ELIAS JORGE,-25.4829657,-49.20868233918709
REINOLDO IHLENFELDT,-25.37789,-49.2341345
jardim botânico,-25.44312165,-49.23820253272312
REPUBLICA DO LIBANO,-25.4212649,-49.2311191
CALIFORNIA,-25.586479500000003,-49.32415287637727
JOSÉ AMÉRICO TIZONI,-25.4466218,-49.3438968
CONTORNO sul DE CURITIBA,-25.4374954,-49.3651611
rua maria mendes elias,-25.5008115,-49.3358955
eduardo pinto da rocha,-25.5444598,-49.2414493
RÔMULO ANTONIO PELLANDA,,
LOURENÇO GBUR,-25.4423731,-49.3014336
AVIADOR PIERRE HENRI CLOSTERMANN,-25.4953468,-49.203839
SETE SETEMBRO,-25.43936735,-49.26884159653001
DIRÇO JOSE BREDA,-25.5547092,-49.3361799
LUIZ LOURENÇO DE FREITAS,-25.5207679,-49.2709404
carlos roberto ferreira,-25.5400689,-49.2703357
OSCAR FERREIRA DOS SANTOS,-25.4247569,-49.3402218
avenida getulio vargas,-25.4413845,-49.2625635
DR ALBERTO FRANCO FERREIRA,-25.4443671,-49.2507069
IRMAO LUIZ ALBANO,-25.5564094,-49.2468366
LIGIA BERTOLDE,,
EMILIO ZATTERA,-25.4237451,-49.346159
PROFESSORA LEONI IDAZIMA FILA DO NASCIMENTO,-25.469438,-49.1896071
rua do rosario,-25.2908087,-49.2226902
OSVALDO LOURENÇO GUIMARÃES,,
jose flores,,
VALENTINO GUZZO,-25.41720225,-49.33735389011741
EUGÊNIO GUARIZA,-25.3909624,-49.269318
INOERCIO HERREIRA,-25.5329738,-49.3321414
ORLANDO DUARTE LOPES,-25.3787166,-49.2455587
JOAO ELOY CARDOSO,-25.5099297,-49.2483917
MARIO BIALLI,-25.42167655,-49.29366178787234
ARQUITETO ALEXANDRE KRASINSKI FILHO,-25.5337083,-49.3391047
PEDRO MURARO,-25.403106,-49.3053654
nf,,
matheu leme,,
MANOELA STIER REISS,-25.4972979,-49.2033456
CAROLINA DYBAS,-25.5533087,-49.2897612
JOAQUIM DE MELLO,,
joão bettega,-25.4746657,-49.2957938
LORES VICTOR KULLAK,,
JOSÉ MARQUES DA CUNHA,-25.5597686,-49.2722304
rn,,
DOUTOR MOHTY DOMIT,-25.4156722,-49.231691
DDDDDD,,
LUIZ CARLOS RIBEIRO,-25.454050350000003,-49.28502412077913
RENATO PEREIRA DA SILVA,,
CLARLOS KLENTS,,
agostinho zaninelli,-25.3772775,-49.2513999
general osorio,-25.43303965,-49.27594794423378
DR. CLAUDINO DOS SANTOS,-25.4275614,-49.2727554
julio mesquita,-25.487399,-49.3260907
BRG. EDUARDO GOMES,-25.5190979,-49.2867744
dirceu albini,-25.5542012,-49.2614159
laura evangelina bastos dos vale,,
josé de almeida pimpão,-25.5359067,-49.2562476
deputado gabriel sampaio,-25.4541243,-49.3538898
Adilia alves betenheiser,,
joão alexandre cope,,
AGOSTINHO zANINELLI,-25.3772775,-49.2513999
mato grosso,-25.4649094,-49.2857811
JOSÉ MANOEL DA COSTA LEITE,-25.4590509,-49.1950984
LENYR MARÉS DE SOUZA CAVALLIN,-25.5583165,-49.24782001618184
JOSE LORENZATTO,-25.4598442,-49.1962455
PROFESSORA IZABEL MARCHESINI REGO BARROS,-25.4699865,-49.1885195
madre clelia merloni,-25.4003742,-49.330913
SERGIO ROBERTO GARBOSA,,
SALTO DO LONTRA,-25.4995996,-49.274161
ALFREDO VOLPE,-25.4017394,-49.3432662
TOMAS MORUS,-25.3769298,-49.2580887
manuel ribas,-25.615152,-49.359196
GIACCHINO ROSSINI,-25.4070055,-49.2871821
THALES DA COSTA E SILVA,-25.4668414,-49.3301472
alexandre dauxeus do nascimento junior,,
ROSA DALARMI,-25.4443043,-49.3457718
RADIALISTA JOSE VICENTE GONÇALVES,-25.5022271,-49.3392798
Wallace lindal,,
ANTONIO PETRINI,-25.4934456,-49.2210312
ELIAS KARAM,-25.4953323,-49.351514
irmgard vagner de frança,,
MONSENHOR JOSEMARIA ESCRIVÁ DE BALAGUER,,
HAMILTON TABORDA RIBAS,-25.5073892,-49.3231163
ADELINA GASPARIM WILLE,-25.3860569,-49.2833834
CARLOS KLUG,-25.5374215,-49.2314495
Odilon ortug,,
URIEL NOGUEIRA DOS SANTOS,-25.5986996,-49.3270482
são francisco,-25.4237543,-49.2770883
CAPITÃO CAETANO MUNHOZ,-25.4610721,-49.270109
PINHEIRAL DO ALBINO,,
LAERCIO NAKASHIMA,-25.4963029,-49.2040698
MONS. JOÃO AUGUSTO SOBRINHO,-25.4616344,-49.3506124
ÉBANO PEREIRA,-25.4274846,-49.2757487
UNIÃO DA VITÓRIA,-25.3811148,-49.2603506
DEL,-25.4295963,-49.2712724
PRES. WENCESLAU BRAZ,,
CHANC. OSWALDO ARANHA,,
MAL. FLORIANO PEIXOTO,-25.4722127,-49.2516803
OLÍVIO DOMINGOS LEONARDI,-25.5463474,-49.2685492
CEL. RIVADÁVIA PEREIRA DE MORAES,-25.507973,-49.271521
ÂNGELO TOZIM,-25.5877365,-49.327869
VER. TOALDO TÚLIO,,
CÂNDIDO DE ABREU,-25.4199596,-49.269091
OLÍVIO JOSÉ ROSSETTI,-25.5742764,-49.3348542
ANTÔNIO SCHWARTZ,-25.3804542,-49.2757319
ENG. COSTA BARROS,-25.4511621,-49.2149569
BOCAIÚVA,-25.206591,-49.114131
GEN. CARNEIRO,-25.4238687,-49.2628314
JOÃO BETTEGA,-25.4930098,-49.3244284
PREF. MAURÍCIO FRUET,,
SEN. SALGADO FILHO,,
General Potiguara,-25.485093,-49.3208735
MONS. IVO ZANLORENZI,-25.4441977,-49.352761141339485
MAL. DEODORO,-25.4272561,-49.2547633
EMÍLIO BERTOLINI,-25.4446501,-49.2051189
ANTONIO GALLEAS,-25.5007109,-49.3091667
PROF. FERNANDO MOREIRA,-25.4295261,-49.284652
PRES. AFFONSO CAMARGO,,
RAUL POMPÉIA,-25.4780591,-49.3395635
DES. WESTPHALEN,,
cic,-25.4931375,-49.33746043424322
Maria Marques de Camargo,-25.5351485,-49.2311308
PRES. JOÃO GOULART,,
PR. WALDOMIRO BILESKI,-25.5426588,-49.2619527
PROF. PORTHOS VELOZO,-25.4647252,-49.2597906
SIEGFRIED RIGLER,-25.395924450000003,-49.27011482842333
DEP. HEITOR ALENCAR FURTADO,-25.44333675,-49.35392504942406
EROS RUPPEL ABDALLA,-25.362358,-49.2812372
FREDERICO STADLER JÚNIOR,-25.4345676,-49.2200876
PE. ANCHIETA,-25.4351516,-49.3045211
VER. ELIAS KARAM,,
THEÓPHILO MANSUR,-25.4979302,-49.3084398
DR. EURICO CÉSAR DE ALMEIDA,-25.3924088,-49.2341551
VIA VÊNETO,-25.4118232,-49.3423647439466
ARTHUR LEAL,-25.42504435,-49.2706227657781
GEN. MÁRIO TOURINHO,-25.4519848,-49.3044409
ANALIA VALENTE MAESTRELLI,-25.4611395,-49.35276
PETER HEINRICHS,-25.5135467,-49.2565735
VISC. DE GUARAPUAVA,-25.434966,-49.2638187
EXP. FRANCISCO PEREIRA DOS SANTOS,,
CIDADE DE SANTA ISABEL DO IVAÍ,,
