descBairro,month_year,qtde_boletins,horaFato,tipo
PINHEIRINHO,2018-06,149,1969,Furto/Roubo
CASCATINHA,2018-06,2,20,Furto/Roubo
TATUQUARA,2018-06,39,551,Violência Doméstica
AHU,2018-06,8,83,Violência Doméstica
CAPAO RASO,2018-06,44,636,Violência Doméstica
CAMPO COMPRIDO,2018-06,8,113,Tráfico de drogas
GUAIRA,2018-06,11,103,Estelionato
UBERABA,2018-06,12,186,Tráfico de drogas
BACACHERI,2018-06,5,60,Estelionato
CENTRO,2018-06,142,1369,Estelionato
SANTA QUITERIA,2018-06,11,147,Violência Doméstica
CAJURU,2018-06,68,983,Violência Doméstica
CAJURU,2018-06,13,185,Tráfico de drogas
ALTO DA GLORIA,2018-06,10,110,Violência Doméstica
MERCES,2018-06,61,870,Furto/Roubo
TINGUI,2018-06,5,72,Tráfico de drogas
SANTO INACIO,2018-06,3,51,Furto/Roubo
CAPAO RASO,2018-06,103,1399,Furto/Roubo
TARUMA,2018-06,3,57,Violência Doméstica
BACACHERI,2018-06,67,958,Furto/Roubo
HAUER,2018-06,13,210,Violência Doméstica
SAO LOURENCO,2018-06,20,262,Furto/Roubo
ORLEANS,2018-06,3,36,Violência Doméstica
UMBARA,2018-06,25,293,Furto/Roubo
CRISTO REI,2018-06,79,949,Furto/Roubo
CRISTO REI,2018-06,6,72,Violência Doméstica
ALTO BOQUEIRAO,2018-06,25,390,Violência Doméstica
JARDIM BOTANICO,2018-06,3,36,Tráfico de drogas
SANTA CANDIDA,2018-06,24,228,Violência Doméstica
PRADO VELHO,2018-06,3,32,Estelionato
CENTRO CIVICO,2018-06,2,24,Violência Doméstica
PRADO VELHO,2018-06,14,141,Tráfico de drogas
PINHEIRINHO,2018-06,13,202,Tráfico de drogas
CACHOEIRA,2018-06,3,51,Estelionato
BAIRRO ALTO,2018-06,76,1026,Furto/Roubo
AHU,2018-06,33,537,Furto/Roubo
VILA IZABEL,2018-06,6,72,Violência Doméstica
ABRANCHES,2018-06,9,153,Violência Doméstica
SAO FRANCISCO,2018-06,65,905,Furto/Roubo
ALTO DA XV,2018-06,1,10,Furto/Roubo
LINDOIA,2018-06,2,24,Estelionato
LAMENHA PEQUENA,2018-06,1,11,Furto/Roubo
JUVEVE,2018-06,6,77,Estelionato
ALTO DA GLORIA,2018-06,2,22,Tráfico de drogas
SANTA FELICIDADE,2018-06,18,227,Violência Doméstica
ALTO BOQUEIRAO,2018-06,5,51,Estelionato
SANTO INACIO,2018-06,3,35,Estelionato
CENTRO CIVICO,2018-06,42,614,Furto/Roubo
CAMPINA DO SIQUEIRA,2018-06,1,13,Violência Doméstica
BIGORRILHO,2018-06,12,150,Estelionato
TARUMA,2018-06,1,17,Estelionato
SAO BRAZ,2018-06,32,434,Furto/Roubo
CENTRO,2018-06,854,9759,Furto/Roubo
BUTIATUVINHA,2018-06,2,23,Estelionato
CAXIMBA,2018-06,3,29,Furto/Roubo
SAO JOAO,2018-06,6,65,Furto/Roubo
JARDIM DAS AMERICAS,2018-06,12,241,Violência Doméstica
PILARZINHO,2018-06,5,68,Estelionato
PORTAO,2018-06,40,556,Tráfico de drogas
JARDIM BOTANICO,2018-06,5,90,Violência Doméstica
JARDIM BOTANICO,2018-06,4,41,Estelionato
AGUA VERDE,2018-06,17,187,Violência Doméstica
HUGO LANGE,2018-06,3,51,Violência Doméstica
UMBARA,2018-06,4,67,Tráfico de drogas
PAROLIN,2018-06,4,21,Estelionato
CAPAO DA IMBUIA,2018-06,9,102,Estelionato
TATUQUARA,2018-06,10,121,Estelionato
LINDOIA,2018-06,18,219,Furto/Roubo
HAUER,2018-06,1,12,Tráfico de drogas
ALTO DA RUA XV,2018-06,2,5,Tráfico de drogas
PORTAO,2018-06,192,2530,Furto/Roubo
CRISTO REI,2018-06,8,100,Estelionato
CIDADE INDUSTRIAL,2018-06,342,4189,Furto/Roubo
CAMPO DE SANTANA,2018-06,5,69,Tráfico de drogas
AHU,2018-06,3,39,Estelionato
SANTO INACIO,2018-06,2,14,Violência Doméstica
FAZENDINHA,2018-06,29,454,Violência Doméstica
MOSSUNGUE,2018-06,5,46,Estelionato
PAROLIN,2018-06,61,698,Furto/Roubo
BUTIATUVINHA,2018-06,18,236,Furto/Roubo
SITIO CERCADO,2018-06,95,1272,Violência Doméstica
BATEL,2018-06,4,56,Tráfico de drogas
PINHEIRINHO,2018-06,38,568,Violência Doméstica
BARREIRINHA,2018-06,6,68,Estelionato
CABRAL,2018-06,1,23,Violência Doméstica
TARUMA,2018-06,21,262,Furto/Roubo
FAZENDINHA,2018-06,8,74,Estelionato
BIGORRILHO,2018-06,8,110,Violência Doméstica
VISTA ALEGRE,2018-06,5,60,Estelionato
TINGUI,2018-06,8,115,Violência Doméstica
CABRAL,2018-06,41,555,Furto/Roubo
CAMPO DE SANTANA,2018-06,2,14,Estelionato
CIDADE INDUSTRIAL,2018-06,150,2172,Violência Doméstica
LINDOIA,2018-06,1,1,Tráfico de drogas
BIGORRILHO,2018-06,1,6,Tráfico de drogas
UBERABA,2018-06,132,1885,Furto/Roubo
CAJURU,2018-06,16,156,Estelionato
SAO BRAZ,2018-06,20,289,Violência Doméstica
ATUBA,2018-06,1,16,Estelionato
BACACHERI,2018-06,1,11,Tráfico de drogas
ORLEANS,2018-06,1,1,Tráfico de drogas
BOA VISTA,2018-06,10,128,Violência Doméstica
ABRANCHES,2018-06,20,183,Furto/Roubo
TINGUI,2018-06,16,220,Furto/Roubo
BUTIATUVINHA,2018-06,6,52,Violência Doméstica
SANTA CANDIDA,2018-06,6,72,Estelionato
BOA VISTA,2018-06,69,984,Furto/Roubo
SAO FRANCISCO,2018-06,10,162,Violência Doméstica
ORLEANS,2018-06,20,216,Furto/Roubo
BOQUEIRAO,2018-06,45,534,Violência Doméstica
BAIRRO ALTO,2018-06,5,86,Tráfico de drogas
CAXIMBA,2018-06,3,60,Violência Doméstica
FANNY,2018-06,2,23,Violência Doméstica
JARDIM SOCIAL,2018-06,1,8,Estelionato
MERCES,2018-06,6,46,Estelionato
BOM RETIRO,2018-06,20,320,Furto/Roubo
NOVO MUNDO,2018-06,16,165,Tráfico de drogas
BIGORRILHO,2018-06,94,1260,Furto/Roubo
BOM RETIRO,2018-06,6,69,Violência Doméstica
PILARZINHO,2018-06,29,323,Violência Doméstica
XAXIM,2018-06,25,310,Violência Doméstica
TATUQUARA,2018-06,122,1489,Furto/Roubo
XAXIM,2018-06,16,188,Estelionato
NOVO MUNDO,2018-06,119,1476,Furto/Roubo
BOQUEIRAO,2018-06,190,2450,Furto/Roubo
BOQUEIRAO,2018-06,33,389,Estelionato
BATEL,2018-06,14,158,Violência Doméstica
ALTO DA GLORIA,2018-06,31,406,Furto/Roubo
CACHOEIRA,2018-06,8,98,Furto/Roubo
ATUBA,2018-06,2,17,Tráfico de drogas
FANNY,2018-06,1,13,Estelionato
MOSSUNGUE,2018-06,18,245,Furto/Roubo
HAUER,2018-06,11,122,Estelionato
PILARZINHO,2018-06,1,17,Tráfico de drogas
BUTIATUVINHA,2018-06,1,0,Tráfico de drogas
AGUA VERDE,2018-06,203,2620,Furto/Roubo
SEMINARIO,2018-06,18,257,Furto/Roubo
CAMPO DE SANTANA,2018-06,63,807,Furto/Roubo
ATUBA,2018-06,3,28,Violência Doméstica
BATEL,2018-06,13,163,Estelionato
GUAIRA,2018-06,30,353,Tráfico de drogas
BARREIRINHA,2018-06,25,354,Furto/Roubo
REBOUCAS,2018-06,9,103,Estelionato
UBERABA,2018-06,21,255,Estelionato
SAO LOURENCO,2018-06,1,15,Violência Doméstica
ALTO DA RUA XV,2018-06,3,33,Violência Doméstica
ORLEANS,2018-06,3,35,Estelionato
XAXIM,2018-06,104,1426,Furto/Roubo
CAPAO DA IMBUIA,2018-06,48,673,Furto/Roubo
SAO MIGUEL,2018-06,1,23,Furto/Roubo
SANTA QUITERIA,2018-06,3,42,Estelionato
SAO MIGUEL,2018-06,3,66,Violência Doméstica
NOVO MUNDO,2018-06,12,137,Estelionato
GUAIRA,2018-06,10,151,Violência Doméstica
BAIRRO ALTO,2018-06,4,39,Estelionato
PORTAO,2018-06,30,391,Violência Doméstica
TABOAO,2018-06,9,150,Furto/Roubo
PAROLIN,2018-06,11,124,Tráfico de drogas
GANCHINHO,2018-06,12,223,Violência Doméstica
BATEL,2018-06,93,1231,Furto/Roubo
BARREIRINHA,2018-06,11,199,Violência Doméstica
CASCATINHA,2018-06,3,44,Violência Doméstica
VILA IZABEL,2018-06,4,44,Estelionato
NAO DEFINIDO,2018-06,539,4362,Furto/Roubo
CAJURU,2018-06,170,2223,Furto/Roubo
SAO JOAO,2018-06,3,67,Violência Doméstica
BAIRRO ALTO,2018-06,18,298,Violência Doméstica
SANTA FELICIDADE,2018-06,16,199,Estelionato
CAMPINA DO SIQUEIRA,2018-06,21,286,Furto/Roubo
CACHOEIRA,2018-06,5,77,Violência Doméstica
BACACHERI,2018-06,23,396,Violência Doméstica
PAROLIN,2018-06,9,89,Violência Doméstica
SITIO CERCADO,2018-06,285,3415,Furto/Roubo
GUABIROTUBA,2018-06,5,103,Violência Doméstica
UMBARA,2018-06,2,10,Estelionato
PILARZINHO,2018-06,48,550,Furto/Roubo
ALTO DA RUA XV,2018-06,72,947,Furto/Roubo
CAMPO COMPRIDO,2018-06,52,598,Furto/Roubo
AUGUSTA,2018-06,1,17,Violência Doméstica
BOQUEIRAO,2018-06,8,122,Tráfico de drogas
JARDIM SOCIAL,2018-06,1,15,Violência Doméstica
JARDIM BOTANICO,2018-06,110,1207,Furto/Roubo
VILA IZABEL,2018-06,29,404,Furto/Roubo
SAO FRANCISCO,2018-06,13,199,Tráfico de drogas
SANTA CANDIDA,2018-06,6,65,Tráfico de drogas
VISTA ALEGRE,2018-06,6,60,Violência Doméstica
GUABIROTUBA,2018-06,1,17,Tráfico de drogas
SAO JOAO,2018-06,2,32,Tráfico de drogas
CAMPO COMPRIDO,2018-06,8,89,Estelionato
BOA VISTA,2018-06,6,53,Estelionato
CAPAO DA IMBUIA,2018-06,11,181,Violência Doméstica
GUABIROTUBA,2018-06,24,311,Furto/Roubo
SANTA FELICIDADE,2018-06,71,835,Furto/Roubo
SAO BRAZ,2018-06,6,72,Estelionato
CABRAL,2018-06,8,97,Estelionato
CIDADE INDUSTRIAL,2018-06,48,607,Tráfico de drogas
JUVEVE,2018-06,11,145,Violência Doméstica
LINDOIA,2018-06,6,119,Violência Doméstica
PRADO VELHO,2018-06,34,437,Furto/Roubo
SITIO CERCADO,2018-06,44,707,Tráfico de drogas
REBOUCAS,2018-06,6,60,Violência Doméstica
BOM RETIRO,2018-06,6,67,Estelionato
AUGUSTA,2018-06,7,95,Furto/Roubo
PINHEIRINHO,2018-06,15,177,Estelionato
GANCHINHO,2018-06,15,151,Furto/Roubo
TARUMA,2018-06,1,9,Tráfico de drogas
FAZENDINHA,2018-06,75,782,Furto/Roubo
SANTA QUITERIA,2018-06,18,243,Furto/Roubo
CAMPO COMPRIDO,2018-06,37,465,Violência Doméstica
HUGO LANGE,2018-06,2,27,Estelionato
REBOUCAS,2018-06,2,34,Tráfico de drogas
ALTO BOQUEIRAO,2018-06,8,115,Tráfico de drogas
CENTRO CIVICO,2018-06,2,36,Tráfico de drogas
JARDIM SOCIAL,2018-06,14,203,Furto/Roubo
CIDADE INDUSTRIAL,2018-06,25,261,Estelionato
SAO LOURENCO,2018-06,4,43,Estelionato
GUAIRA,2018-06,60,622,Furto/Roubo
REBOUCAS,2018-06,146,1690,Furto/Roubo
SAO FRANCISCO,2018-06,6,61,Estelionato
CENTRO CIVICO,2018-06,4,67,Estelionato
VISTA ALEGRE,2018-06,17,183,Furto/Roubo
PORTAO,2018-06,20,268,Estelionato
ABRANCHES,2018-06,2,8,Estelionato
MOSSUNGUE,2018-06,7,134,Violência Doméstica
SANTA FELICIDADE,2018-06,2,1,Tráfico de drogas
SANTA QUITERIA,2018-06,1,16,Tráfico de drogas
RIVIERA,2018-06,1,21,Furto/Roubo
FAZENDINHA,2018-06,3,27,Tráfico de drogas
ALTO BOQUEIRAO,2018-06,73,939,Furto/Roubo
AHU,2018-06,1,14,Tráfico de drogas
HUGO LANGE,2018-06,13,187,Furto/Roubo
ALTO DA GLORIA,2018-06,3,35,Estelionato
ATUBA,2018-06,22,209,Furto/Roubo
CENTRO,2018-06,50,644,Violência Doméstica
CAPAO RASO,2018-06,3,37,Estelionato
GANCHINHO,2018-06,6,89,Tráfico de drogas
SANTO INACIO,2018-06,2,16,Tráfico de drogas
JARDIM DAS AMERICAS,2018-06,5,40,Estelionato
HAUER,2018-06,115,1485,Furto/Roubo
AGUA VERDE,2018-06,20,207,Estelionato
PRADO VELHO,2018-06,9,169,Violência Doméstica
SANTA CANDIDA,2018-06,72,953,Furto/Roubo
SAO BRAZ,2018-06,7,114,Tráfico de drogas
SEMINARIO,2018-06,4,70,Violência Doméstica
CAMPO DE SANTANA,2018-06,14,200,Violência Doméstica
FANNY,2018-06,3,49,Tráfico de drogas
JARDIM DAS AMERICAS,2018-06,55,731,Furto/Roubo
MERCES,2018-06,6,76,Violência Doméstica
JUVEVE,2018-06,45,619,Furto/Roubo
MOSSUNGUE,2018-06,2,15,Tráfico de drogas
UBERABA,2018-06,68,961,Violência Doméstica
UMBARA,2018-06,9,145,Violência Doméstica
FANNY,2018-06,40,543,Furto/Roubo
TATUQUARA,2018-06,18,237,Tráfico de drogas
CENTRO,2018-06,74,978,Tráfico de drogas
AGUA VERDE,2018-06,1,21,Tráfico de drogas
SITIO CERCADO,2018-06,24,271,Estelionato
NOVO MUNDO,2018-06,24,294,Violência Doméstica
ORLEANS,2018-07,3,41,Estelionato
XAXIM,2018-07,104,1219,Furto/Roubo
GUABIROTUBA,2018-07,42,430,Furto/Roubo
TARUMA,2018-07,27,312,Furto/Roubo
JUVEVE,2018-07,36,437,Furto/Roubo
CAPAO DA IMBUIA,2018-07,37,452,Furto/Roubo
SAO MIGUEL,2018-07,1,19,Furto/Roubo
CABRAL,2018-07,3,25,Violência Doméstica
CENTRO,2018-07,30,400,Violência Doméstica
SAO BRAZ,2018-07,8,79,Estelionato
SANTA QUITERIA,2018-07,6,79,Estelionato
CAPAO DA IMBUIA,2018-07,7,117,Violência Doméstica
CAMPO COMPRIDO,2018-07,9,98,Estelionato
XAXIM,2018-07,37,533,Violência Doméstica
ALTO DA RUA XV,2018-07,2,40,Violência Doméstica
JARDIM SOCIAL,2018-07,1,15,Violência Doméstica
GUABIROTUBA,2018-07,3,50,Tráfico de drogas
BATEL,2018-07,15,196,Estelionato
AHU,2018-07,5,52,Estelionato
CRISTO REI,2018-07,91,1057,Furto/Roubo
BARREIRINHA,2018-07,37,492,Furto/Roubo
VISTA ALEGRE,2018-07,4,63,Estelionato
AGUA VERDE,2018-07,34,322,Estelionato
PILARZINHO,2018-07,4,60,Tráfico de drogas
BOQUEIRAO,2018-07,31,326,Estelionato
MERCES,2018-07,5,27,Violência Doméstica
ATUBA,2018-07,3,9,Estelionato
UBERABA,2018-07,20,188,Estelionato
BOA VISTA,2018-07,4,45,Estelionato
PINHEIRINHO,2018-07,39,596,Violência Doméstica
BIGORRILHO,2018-07,10,131,Violência Doméstica
SANTO INACIO,2018-07,2,26,Violência Doméstica
JARDIM DAS AMERICAS,2018-07,2,17,Violência Doméstica
REBOUCAS,2018-07,9,92,Estelionato
TARUMA,2018-07,1,14,Violência Doméstica
SANTA QUITERIA,2018-07,7,100,Violência Doméstica
FAZENDINHA,2018-07,26,385,Violência Doméstica
SAO LOURENCO,2018-07,20,251,Furto/Roubo
CIDADE INDUSTRIAL,2018-07,86,1159,Tráfico de drogas
PRADO VELHO,2018-07,17,233,Tráfico de drogas
FAZENDINHA,2018-07,4,77,Tráfico de drogas
SITIO CERCADO,2018-07,86,1324,Violência Doméstica
PRADO VELHO,2018-07,67,461,Furto/Roubo
PILARZINHO,2018-07,5,53,Estelionato
UMBARA,2018-07,54,721,Furto/Roubo
FAZENDINHA,2018-07,8,98,Estelionato
ALTO BOQUEIRAO,2018-07,35,459,Violência Doméstica
SEMINARIO,2018-07,3,33,Estelionato
TATUQUARA,2018-07,14,177,Tráfico de drogas
HAUER,2018-07,19,293,Violência Doméstica
SANTA FELICIDADE,2018-07,66,755,Furto/Roubo
GANCHINHO,2018-07,2,20,Estelionato
CAPAO RASO,2018-07,98,1241,Furto/Roubo
GUAIRA,2018-07,19,290,Violência Doméstica
BARREIRINHA,2018-07,8,94,Estelionato
MOSSUNGUE,2018-07,7,104,Estelionato
HUGO LANGE,2018-07,20,298,Furto/Roubo
ALTO DA GLORIA,2018-07,2,32,Violência Doméstica
MERCES,2018-07,92,1100,Furto/Roubo
CAJURU,2018-07,16,261,Tráfico de drogas
BATEL,2018-07,4,69,Tráfico de drogas
CAJURU,2018-07,75,1015,Violência Doméstica
JUVEVE,2018-07,4,52,Violência Doméstica
PRADO VELHO,2018-07,1,22,Estelionato
CENTRO,2018-07,69,1009,Tráfico de drogas
BUTIATUVINHA,2018-07,9,118,Furto/Roubo
ORLEANS,2018-07,3,59,Violência Doméstica
GUABIROTUBA,2018-07,3,38,Estelionato
PAROLIN,2018-07,55,597,Furto/Roubo
ALTO DA GLORIA,2018-07,26,326,Furto/Roubo
CAMPO DE SANTANA,2018-07,57,842,Furto/Roubo
CENTRO,2018-07,149,1385,Estelionato
CACHOEIRA,2018-07,5,69,Furto/Roubo
UMBARA,2018-07,12,202,Violência Doméstica
HAUER,2018-07,111,1372,Furto/Roubo
BACACHERI,2018-07,13,133,Violência Doméstica
SEMINARIO,2018-07,2,46,Violência Doméstica
PAROLIN,2018-07,10,104,Violência Doméstica
TABOAO,2018-07,5,60,Furto/Roubo
CACHOEIRA,2018-07,2,25,Violência Doméstica
SITIO CERCADO,2018-07,274,3434,Furto/Roubo
GUAIRA,2018-07,46,502,Furto/Roubo
TABOAO,2018-07,3,69,Violência Doméstica
GUABIROTUBA,2018-07,6,71,Violência Doméstica
BATEL,2018-07,16,268,Violência Doméstica
UMBARA,2018-07,3,44,Estelionato
FANNY,2018-07,1,22,Tráfico de drogas
BATEL,2018-07,112,1415,Furto/Roubo
PILARZINHO,2018-07,35,452,Furto/Roubo
CAMPINA DO SIQUEIRA,2018-07,31,405,Furto/Roubo
SANTA CANDIDA,2018-07,37,411,Violência Doméstica
BOA VISTA,2018-07,1,19,Tráfico de drogas
LINDOIA,2018-07,12,200,Violência Doméstica
ALTO DA GLORIA,2018-07,1,15,Estelionato
NOVO MUNDO,2018-07,33,374,Violência Doméstica
NAO DEFINIDO,2018-07,324,3064,Furto/Roubo
SANTA CANDIDA,2018-07,64,877,Furto/Roubo
TINGUI,2018-07,14,234,Violência Doméstica
BARREIRINHA,2018-07,21,326,Violência Doméstica
CAJURU,2018-07,242,2843,Furto/Roubo
JARDIM DAS AMERICAS,2018-07,4,58,Estelionato
BAIRRO ALTO,2018-07,17,224,Violência Doméstica
CAMPO DE SANTANA,2018-07,20,246,Violência Doméstica
GANCHINHO,2018-07,17,243,Violência Doméstica
SAO BRAZ,2018-07,7,54,Tráfico de drogas
SANTA FELICIDADE,2018-07,20,206,Estelionato
PAROLIN,2018-07,10,157,Tráfico de drogas
BACACHERI,2018-07,77,1049,Furto/Roubo
CAMPO COMPRIDO,2018-07,42,539,Furto/Roubo
SANTO INACIO,2018-07,2,32,Tráfico de drogas
JARDIM DAS AMERICAS,2018-07,1,17,Tráfico de drogas
VISTA ALEGRE,2018-07,4,68,Violência Doméstica
SANTA CANDIDA,2018-07,9,112,Tráfico de drogas
CAPAO RASO,2018-07,10,127,Estelionato
HAUER,2018-07,15,176,Estelionato
CIDADE INDUSTRIAL,2018-07,118,1682,Violência Doméstica
SAO FRANCISCO,2018-07,15,255,Tráfico de drogas
UBERABA,2018-07,11,177,Tráfico de drogas
BUTIATUVINHA,2018-07,1,0,Tráfico de drogas
AGUA VERDE,2018-07,244,2969,Furto/Roubo
CAMPO DE SANTANA,2018-07,2,29,Estelionato
SEMINARIO,2018-07,22,329,Furto/Roubo
LINDOIA,2018-07,1,8,Tráfico de drogas
CABRAL,2018-07,43,535,Furto/Roubo
SAO JOAO,2018-07,1,23,Tráfico de drogas
FANNY,2018-07,1,10,Estelionato
PRADO VELHO,2018-07,8,138,Violência Doméstica
BACACHERI,2018-07,12,129,Estelionato
ATUBA,2018-07,11,146,Violência Doméstica
BAIRRO ALTO,2018-07,7,95,Estelionato
AUGUSTA,2018-07,3,27,Violência Doméstica
JARDIM DAS AMERICAS,2018-07,69,916,Furto/Roubo
SAO BRAZ,2018-07,10,135,Violência Doméstica
PORTAO,2018-07,12,118,Violência Doméstica
CAPAO RASO,2018-07,3,54,Tráfico de drogas
BOQUEIRAO,2018-07,21,325,Tráfico de drogas
ATUBA,2018-07,30,407,Furto/Roubo
FANNY,2018-07,49,468,Furto/Roubo
ALTO DA RUA XV,2018-07,74,824,Furto/Roubo
CAJURU,2018-07,16,151,Estelionato
MOSSUNGUE,2018-07,30,423,Furto/Roubo
UBERABA,2018-07,123,1628,Furto/Roubo
GANCHINHO,2018-07,2,21,Tráfico de drogas
ATUBA,2018-07,3,42,Tráfico de drogas
BIGORRILHO,2018-07,1,18,Tráfico de drogas
NOVO MUNDO,2018-07,25,319,Estelionato
ABRANCHES,2018-07,2,27,Estelionato
VILA IZABEL,2018-07,6,55,Estelionato
CAMPO DE SANTANA,2018-07,6,88,Tráfico de drogas
BOA VISTA,2018-07,69,885,Furto/Roubo
PILARZINHO,2018-07,26,285,Violência Doméstica
TARUMA,2018-07,2,21,Tráfico de drogas
CRISTO REI,2018-07,9,120,Estelionato
PORTAO,2018-07,28,263,Estelionato
BOM RETIRO,2018-07,18,249,Furto/Roubo
PORTAO,2018-07,16,224,Tráfico de drogas
ALTO DA RUA XV,2018-07,3,39,Tráfico de drogas
CAPAO DA IMBUIA,2018-07,6,67,Estelionato
BIGORRILHO,2018-07,62,836,Furto/Roubo
LINDOIA,2018-07,24,204,Furto/Roubo
TATUQUARA,2018-07,18,226,Estelionato
ALTO DA RUA XV,2018-07,13,155,Estelionato
JUVEVE,2018-07,6,70,Estelionato
ALTO BOQUEIRAO,2018-07,9,143,Tráfico de drogas
NOVO MUNDO,2018-07,14,205,Tráfico de drogas
BARREIRINHA,2018-07,3,30,Tráfico de drogas
PAROLIN,2018-07,7,77,Estelionato
BIGORRILHO,2018-07,16,185,Estelionato
BOQUEIRAO,2018-07,50,682,Violência Doméstica
VILA IZABEL,2018-07,32,504,Furto/Roubo
SANTA CANDIDA,2018-07,8,77,Estelionato
CAPAO DA IMBUIA,2018-07,3,17,Tráfico de drogas
BOM RETIRO,2018-07,3,34,Estelionato
CIDADE INDUSTRIAL,2018-07,358,4533,Furto/Roubo
AGUA VERDE,2018-07,16,240,Violência Doméstica
TINGUI,2018-07,1,1,Tráfico de drogas
CABRAL,2018-07,8,89,Estelionato
CENTRO,2018-07,881,10354,Furto/Roubo
BUTIATUVINHA,2018-07,1,11,Estelionato
ALTO BOQUEIRAO,2018-07,4,59,Estelionato
JARDIM BOTANICO,2018-07,139,1460,Furto/Roubo
CENTRO CIVICO,2018-07,4,35,Estelionato
LINDOIA,2018-07,3,41,Estelionato
MERCES,2018-07,1,19,Tráfico de drogas
ALTO DA XV,2018-07,1,20,Furto/Roubo
AGUA VERDE,2018-07,4,41,Tráfico de drogas
SAO FRANCISCO,2018-07,58,678,Furto/Roubo
VISTA ALEGRE,2018-07,12,153,Furto/Roubo
SAO FRANCISCO,2018-07,5,64,Violência Doméstica
FANNY,2018-07,3,19,Violência Doméstica
ABRANCHES,2018-07,18,265,Violência Doméstica
UBERABA,2018-07,41,623,Violência Doméstica
FAZENDINHA,2018-07,81,1008,Furto/Roubo
BAIRRO ALTO,2018-07,75,982,Furto/Roubo
SANTA FELICIDADE,2018-07,27,409,Violência Doméstica
JARDIM SOCIAL,2018-07,2,25,Estelionato
HUGO LANGE,2018-07,1,9,Estelionato
HAUER,2018-07,4,80,Tráfico de drogas
BAIRRO ALTO,2018-07,4,25,Tráfico de drogas
CACHOEIRA,2018-07,3,22,Estelionato
UMBARA,2018-07,1,19,Tráfico de drogas
REBOUCAS,2018-07,3,48,Tráfico de drogas
MERCES,2018-07,12,118,Estelionato
CENTRO CIVICO,2018-07,53,642,Furto/Roubo
TINGUI,2018-07,1,9,Estelionato
CAMPO COMPRIDO,2018-07,28,407,Violência Doméstica
BOM RETIRO,2018-07,4,90,Violência Doméstica
PINHEIRINHO,2018-07,18,198,Estelionato
GUAIRA,2018-07,15,231,Tráfico de drogas
CAMPINA DO SIQUEIRA,2018-07,2,24,Violência Doméstica
SANTA FELICIDADE,2018-07,6,100,Tráfico de drogas
CENTRO CIVICO,2018-07,3,44,Violência Doméstica
MOSSUNGUE,2018-07,4,32,Violência Doméstica
CAMPO COMPRIDO,2018-07,3,34,Tráfico de drogas
BOQUEIRAO,2018-07,155,1934,Furto/Roubo
JARDIM BOTANICO,2018-07,1,15,Tráfico de drogas
SITIO CERCADO,2018-07,45,655,Tráfico de drogas
TARUMA,2018-07,2,22,Estelionato
ABRANCHES,2018-07,19,219,Furto/Roubo
REBOUCAS,2018-07,12,191,Violência Doméstica
SITIO CERCADO,2018-07,30,306,Estelionato
AUGUSTA,2018-07,4,30,Furto/Roubo
AHU,2018-07,3,40,Violência Doméstica
BACACHERI,2018-07,4,15,Tráfico de drogas
TATUQUARA,2018-07,53,743,Violência Doméstica
CASCATINHA,2018-07,3,31,Furto/Roubo
AHU,2018-07,36,481,Furto/Roubo
BOA VISTA,2018-07,23,287,Violência Doméstica
PINHEIRINHO,2018-07,170,2243,Furto/Roubo
CRISTO REI,2018-07,6,19,Violência Doméstica
SANTA QUITERIA,2018-07,1,10,Tráfico de drogas
SAO BRAZ,2018-07,26,381,Furto/Roubo
CAPAO RASO,2018-07,23,201,Violência Doméstica
JARDIM SOCIAL,2018-07,14,214,Furto/Roubo
GUAIRA,2018-07,6,73,Estelionato
NOVO MUNDO,2018-07,117,1205,Furto/Roubo
SANTO INACIO,2018-07,9,125,Furto/Roubo
SANTA QUITERIA,2018-07,35,476,Furto/Roubo
GANCHINHO,2018-07,18,250,Furto/Roubo
ABRANCHES,2018-07,2,14,Tráfico de drogas
XAXIM,2018-07,6,92,Tráfico de drogas
PINHEIRINHO,2018-07,8,131,Tráfico de drogas
XAXIM,2018-07,16,203,Estelionato
CAXIMBA,2018-07,3,43,Furto/Roubo
TINGUI,2018-07,23,292,Furto/Roubo
TATUQUARA,2018-07,127,1605,Furto/Roubo
ALTO BOQUEIRAO,2018-07,69,871,Furto/Roubo
JARDIM BOTANICO,2018-07,2,35,Violência Doméstica
REBOUCAS,2018-07,237,2105,Furto/Roubo
ORLEANS,2018-07,15,219,Furto/Roubo
CAMPINA DO SIQUEIRA,2018-07,1,9,Estelionato
CIDADE INDUSTRIAL,2018-07,36,298,Estelionato
MOSSUNGUE,2018-07,1,15,Tráfico de drogas
PORTAO,2018-07,232,3103,Furto/Roubo
VILA IZABEL,2018-07,1,12,Violência Doméstica
MOSSUNGUE,2018-08,1,22,Violência Doméstica
SAO FRANCISCO,2018-08,9,63,Violência Doméstica
BOQUEIRAO,2018-08,50,651,Violência Doméstica
TABOAO,2018-08,7,67,Furto/Roubo
MOSSUNGUE,2018-08,1,14,Tráfico de drogas
UBERABA,2018-08,143,1808,Furto/Roubo
LINDOIA,2018-08,4,51,Violência Doméstica
SAO BRAZ,2018-08,19,254,Violência Doméstica
CACHOEIRA,2018-08,13,156,Furto/Roubo
CRISTO REI,2018-08,3,54,Violência Doméstica
CASCATINHA,2018-08,1,16,Violência Doméstica
ATUBA,2018-08,18,265,Furto/Roubo
TINGUI,2018-08,17,247,Furto/Roubo
