descBairro,month_year,qtde_boletins,horaFato,tipo
VISTA ALEGRE,2018-08,19,259,Furto/Roubo
GANCHINHO,2018-08,5,82,Violência Doméstica
SANTA CANDIDA,2018-08,40,525,Violência Doméstica
PAROLIN,2018-08,7,110,Tráfico de drogas
GANCHINHO,2018-08,3,43,Tráfico de drogas
SAO FRANCISCO,2018-08,4,56,Estelionato
SANTA CANDIDA,2018-08,4,30,Estelionato
BOA VISTA,2018-08,73,1036,Furto/Roubo
BARREIRINHA,2018-08,2,32,Violência Doméstica
BATEL,2018-08,10,118,Violência Doméstica
BATEL,2018-08,110,1248,Furto/Roubo
REBOUCAS,2018-08,206,1990,Furto/Roubo
SAO JOAO,2018-08,2,15,Estelionato
BUTIATUVINHA,2018-08,5,34,Violência Doméstica
SITIO CERCADO,2018-08,105,1437,Violência Doméstica
HAUER,2018-08,117,1437,Furto/Roubo
ABRANCHES,2018-08,24,238,Furto/Roubo
MERCES,2018-08,14,162,Estelionato
ORLEANS,2018-08,18,207,Furto/Roubo
ABRANCHES,2018-08,1,21,Tráfico de drogas
CAJURU,2018-08,26,284,Estelionato
BOM RETIRO,2018-08,2,40,Violência Doméstica
TARUMA,2018-08,33,382,Furto/Roubo
CAPAO DA IMBUIA,2018-08,3,57,Violência Doméstica
ATUBA,2018-08,7,60,Estelionato
TATUQUARA,2018-08,130,1666,Furto/Roubo
CIDADE INDUSTRIAL,2018-08,108,1559,Violência Doméstica
SANTA FELICIDADE,2018-08,8,119,Tráfico de drogas
MOSSUNGUE,2018-08,5,61,Estelionato
CENTRO,2018-08,41,636,Violência Doméstica
XAXIM,2018-08,17,174,Estelionato
BATEL,2018-08,2,46,Tráfico de drogas
FAZENDINHA,2018-08,2,43,Tráfico de drogas
HUGO LANGE,2018-08,15,211,Furto/Roubo
NOVO MUNDO,2018-08,119,1389,Furto/Roubo
NOVO MUNDO,2018-08,15,189,Tráfico de drogas
PAROLIN,2018-08,61,676,Furto/Roubo
BUTIATUVINHA,2018-08,3,43,Furto/Roubo
VILA IZABEL,2018-08,23,358,Furto/Roubo
AHU,2018-08,1,20,Tráfico de drogas
VILA IZABEL,2018-08,8,108,Estelionato
ABRANCHES,2018-08,4,52,Estelionato
BOQUEIRAO,2018-08,25,283,Estelionato
FAZENDINHA,2018-08,35,507,Violência Doméstica
BOQUEIRAO,2018-08,211,2638,Furto/Roubo
BACACHERI,2018-08,2,31,Tráfico de drogas
BOA VISTA,2018-08,28,342,Violência Doméstica
RIVIERA,2018-08,1,0,Furto/Roubo
FAZENDINHA,2018-08,11,110,Estelionato
SANTA QUITERIA,2018-08,2,27,Tráfico de drogas
SANTO INACIO,2018-08,11,129,Furto/Roubo
GANCHINHO,2018-08,3,36,Estelionato
JARDIM BOTANICO,2018-08,132,1483,Furto/Roubo
ALTO DA GLORIA,2018-08,5,62,Estelionato
PINHEIRINHO,2018-08,42,673,Violência Doméstica
GUAIRA,2018-08,18,211,Tráfico de drogas
PRADO VELHO,2018-08,3,21,Estelionato
CAXIMBA,2018-08,10,175,Violência Doméstica
CENTRO CIVICO,2018-08,6,80,Estelionato
SITIO CERCADO,2018-08,32,345,Estelionato
JARDIM SOCIAL,2018-08,1,16,Estelionato
BARREIRINHA,2018-08,5,48,Estelionato
BAIRRO ALTO,2018-08,7,57,Estelionato
CABRAL,2018-08,39,574,Furto/Roubo
CAMPO DE SANTANA,2018-08,1,10,Estelionato
BAIRRO ALTO,2018-08,7,78,Tráfico de drogas
CAPAO RASO,2018-08,14,162,Estelionato
FANNY,2018-08,8,127,Violência Doméstica
BIGORRILHO,2018-08,82,1223,Furto/Roubo
BARREIRINHA,2018-08,1,2,Tráfico de drogas
TATUQUARA,2018-08,19,233,Tráfico de drogas
ALTO DA GLORIA,2018-08,74,995,Furto/Roubo
PILARZINHO,2018-08,22,342,Violência Doméstica
PORTAO,2018-08,24,266,Estelionato
PRADO VELHO,2018-08,8,110,Violência Doméstica
VISTA ALEGRE,2018-08,2,25,Estelionato
JARDIM SOCIAL,2018-08,3,60,Violência Doméstica
CABRAL,2018-08,3,47,Violência Doméstica
CRISTO REI,2018-08,81,1007,Furto/Roubo
BOM RETIRO,2018-08,32,494,Furto/Roubo
XAXIM,2018-08,42,632,Violência Doméstica
ALTO BOQUEIRAO,2018-08,70,948,Furto/Roubo
MERCES,2018-08,5,74,Violência Doméstica
TARUMA,2018-08,9,79,Violência Doméstica
BIGORRILHO,2018-08,8,149,Violência Doméstica
LINDOIA,2018-08,1,7,Tráfico de drogas
TINGUI,2018-08,2,24,Tráfico de drogas
BARREIRINHA,2018-08,26,375,Furto/Roubo
JARDIM DAS AMERICAS,2018-08,6,89,Violência Doméstica
SANTA QUITERIA,2018-08,12,190,Violência Doméstica
CENTRO CIVICO,2018-08,6,99,Violência Doméstica
SAO LOURENCO,2018-08,18,233,Furto/Roubo
HAUER,2018-08,17,271,Violência Doméstica
CENTRO,2018-08,78,1095,Tráfico de drogas
UMBARA,2018-08,36,536,Furto/Roubo
ALTO BOQUEIRAO,2018-08,30,412,Violência Doméstica
JARDIM SOCIAL,2018-08,1,13,Tráfico de drogas
SEMINARIO,2018-08,6,67,Estelionato
CENTRO,2018-08,147,1158,Estelionato
TINGUI,2018-08,4,43,Estelionato
JARDIM SOCIAL,2018-08,15,221,Furto/Roubo
HAUER,2018-08,2,13,Tráfico de drogas
PINHEIRINHO,2018-08,185,2317,Furto/Roubo
REBOUCAS,2018-08,3,50,Tráfico de drogas
TATUQUARA,2018-08,49,709,Violência Doméstica
SANTA FELICIDADE,2018-08,23,330,Violência Doméstica
CIDADE INDUSTRIAL,2018-08,80,1206,Tráfico de drogas
PRADO VELHO,2018-08,53,718,Furto/Roubo
CAMPINA DO SIQUEIRA,2018-08,6,76,Tráfico de drogas
SANTA QUITERIA,2018-08,2,18,Estelionato
SANTA FELICIDADE,2018-08,63,738,Furto/Roubo
GUAIRA,2018-08,15,236,Violência Doméstica
PORTAO,2018-08,19,296,Tráfico de drogas
MERCES,2018-08,78,1024,Furto/Roubo
GUABIROTUBA,2018-08,4,38,Estelionato
CABRAL,2018-08,4,47,Estelionato
ALTO DA GLORIA,2018-08,1,15,Violência Doméstica
JUVEVE,2018-08,3,30,Violência Doméstica
CAJURU,2018-08,24,431,Tráfico de drogas
CAJURU,2018-08,63,820,Violência Doméstica
UBERABA,2018-08,75,879,Violência Doméstica
CENTRO CIVICO,2018-08,50,716,Furto/Roubo
UMBARA,2018-08,4,47,Tráfico de drogas
CAPAO RASO,2018-08,27,355,Violência Doméstica
ORLEANS,2018-08,11,145,Violência Doméstica
CAPAO RASO,2018-08,87,1121,Furto/Roubo
GUAIRA,2018-08,18,210,Estelionato
AHU,2018-08,5,91,Violência Doméstica
SITIO CERCADO,2018-08,53,775,Tráfico de drogas
CAMPO COMPRIDO,2018-08,2,14,Tráfico de drogas
JUVEVE,2018-08,53,704,Furto/Roubo
PAROLIN,2018-08,4,50,Estelionato
TATUQUARA,2018-08,13,120,Estelionato
BOM RETIRO,2018-08,6,68,Estelionato
CAPAO DA IMBUIA,2018-08,8,73,Estelionato
SAO FRANCISCO,2018-08,52,621,Furto/Roubo
LINDOIA,2018-08,1,9,Estelionato
HUGO LANGE,2018-08,6,48,Estelionato
CRISTO REI,2018-08,5,51,Estelionato
TARUMA,2018-08,1,21,Tráfico de drogas
AGUA VERDE,2018-08,1,15,Tráfico de drogas
CAMPO COMPRIDO,2018-08,23,303,Violência Doméstica
CAMPO DE SANTANA,2018-08,2,37,Tráfico de drogas
BUTIATUVINHA,2018-08,5,60,Estelionato
ABRANCHES,2018-08,13,92,Violência Doméstica
CENTRO,2018-08,940,10808,Furto/Roubo
BAIRRO ALTO,2018-08,56,757,Furto/Roubo
LINDOIA,2018-08,21,285,Furto/Roubo
CACHOEIRA,2018-08,1,13,Estelionato
ALTO DA XV,2018-08,2,42,Furto/Roubo
AGUA VERDE,2018-08,19,262,Violência Doméstica
REBOUCAS,2018-08,11,110,Violência Doméstica
CIDADE INDUSTRIAL,2018-08,305,3813,Furto/Roubo
ALTO DA RUA XV,2018-08,4,53,Estelionato
PORTAO,2018-08,217,2708,Furto/Roubo
AUGUSTA,2018-08,6,65,Furto/Roubo
GANCHINHO,2018-08,17,280,Furto/Roubo
CAXIMBA,2018-08,3,38,Furto/Roubo
PINHEIRINHO,2018-08,12,174,Tráfico de drogas
SAO JOAO,2018-08,1,8,Furto/Roubo
UMBARA,2018-08,11,182,Violência Doméstica
SANTA QUITERIA,2018-08,29,358,Furto/Roubo
JARDIM BOTANICO,2018-08,3,33,Estelionato
PINHEIRINHO,2018-08,18,224,Estelionato
CAMPINA DO SIQUEIRA,2018-08,3,30,Estelionato
JARDIM BOTANICO,2018-08,2,23,Violência Doméstica
ALTO BOQUEIRAO,2018-08,6,63,Estelionato
VILA IZABEL,2018-08,4,59,Violência Doméstica
VISTA ALEGRE,2018-08,2,42,Violência Doméstica
CAMPO COMPRIDO,2018-08,10,108,Estelionato
FAZENDINHA,2018-08,72,934,Furto/Roubo
CAPAO DA IMBUIA,2018-08,60,727,Furto/Roubo
BACACHERI,2018-08,16,182,Estelionato
FANNY,2018-08,3,29,Tráfico de drogas
CACHOEIRA,2018-08,12,138,Violência Doméstica
LAMENHA PEQUENA,2018-08,3,48,Furto/Roubo
UMBARA,2018-08,3,36,Estelionato
PILARZINHO,2018-08,49,642,Furto/Roubo
XAXIM,2018-08,3,43,Tráfico de drogas
CIDADE INDUSTRIAL,2018-08,35,384,Estelionato
CAPAO RASO,2018-08,2,28,Tráfico de drogas
JARDIM DAS AMERICAS,2018-08,65,892,Furto/Roubo
BOQUEIRAO,2018-08,14,197,Tráfico de drogas
PORTAO,2018-08,17,231,Violência Doméstica
SAO LOURENCO,2018-08,2,2,Estelionato
MOSSUNGUE,2018-08,22,284,Furto/Roubo
NOVO MUNDO,2018-08,10,86,Estelionato
SAO BRAZ,2018-08,7,99,Estelionato
CAMPO COMPRIDO,2018-08,52,702,Furto/Roubo
TARUMA,2018-08,3,29,Estelionato
SITIO CERCADO,2018-08,265,3372,Furto/Roubo
GUAIRA,2018-08,29,346,Furto/Roubo
BOA VISTA,2018-08,4,48,Tráfico de drogas
NAO DEFINIDO,2018-08,342,3136,Furto/Roubo
SANTA CANDIDA,2018-08,56,740,Furto/Roubo
SAO BRAZ,2018-08,43,572,Furto/Roubo
CAMPO DE SANTANA,2018-08,24,398,Violência Doméstica
CAJURU,2018-08,202,2536,Furto/Roubo
JARDIM DAS AMERICAS,2018-08,5,42,Estelionato
SAO JOAO,2018-08,1,15,Violência Doméstica
BAIRRO ALTO,2018-08,33,399,Violência Doméstica
NOVO MUNDO,2018-08,22,300,Violência Doméstica
SANTA FELICIDADE,2018-08,23,225,Estelionato
SAO BRAZ,2018-08,3,31,Tráfico de drogas
SANTO INACIO,2018-08,4,55,Estelionato
CAMPINA DO SIQUEIRA,2018-08,36,461,Furto/Roubo
PAROLIN,2018-08,8,101,Violência Doméstica
SEMINARIO,2018-08,4,85,Violência Doméstica
BACACHERI,2018-08,9,138,Violência Doméstica
ALTO DA RUA XV,2018-08,74,873,Furto/Roubo
JARDIM DAS AMERICAS,2018-08,1,22,Tráfico de drogas
TINGUI,2018-08,6,90,Violência Doméstica
FANNY,2018-08,7,78,Estelionato
AHU,2018-08,5,50,Estelionato
ALTO BOQUEIRAO,2018-08,9,115,Tráfico de drogas
AGUA VERDE,2018-08,27,289,Estelionato
BOA VISTA,2018-08,14,153,Estelionato
SANTO INACIO,2018-08,3,48,Violência Doméstica
BATEL,2018-08,10,101,Estelionato
AGUA VERDE,2018-08,211,2751,Furto/Roubo
BIGORRILHO,2018-08,10,118,Estelionato
UBERABA,2018-08,17,169,Estelionato
SAO LOURENCO,2018-08,4,64,Violência Doméstica
ALTO DA RUA XV,2018-08,8,119,Violência Doméstica
PRADO VELHO,2018-08,12,160,Tráfico de drogas
PILARZINHO,2018-08,6,75,Tráfico de drogas
ORLEANS,2018-08,1,13,Estelionato
XAXIM,2018-08,90,1138,Furto/Roubo
GUABIROTUBA,2018-08,49,536,Furto/Roubo
JARDIM BOTANICO,2018-08,1,10,Tráfico de drogas
ATUBA,2018-08,4,60,Violência Doméstica
REBOUCAS,2018-08,14,161,Estelionato
GUABIROTUBA,2018-08,3,43,Tráfico de drogas
JUVEVE,2018-08,6,66,Estelionato
SANTA CANDIDA,2018-08,5,85,Tráfico de drogas
FANNY,2018-08,30,363,Furto/Roubo
HAUER,2018-08,10,126,Estelionato
SAO FRANCISCO,2018-08,12,162,Tráfico de drogas
BACACHERI,2018-08,51,771,Furto/Roubo
BUTIATUVINHA,2018-08,2,19,Tráfico de drogas
AHU,2018-08,37,497,Furto/Roubo
SAO JOAO,2018-08,2,31,Tráfico de drogas
SEMINARIO,2018-08,23,323,Furto/Roubo
PILARZINHO,2018-08,8,83,Estelionato
UBERABA,2018-08,8,111,Tráfico de drogas
CENTRO CIVICO,2018-08,1,20,Tráfico de drogas
CAMPINA DO SIQUEIRA,2018-08,2,38,Violência Doméstica
CAMPO DE SANTANA,2018-08,53,816,Furto/Roubo
CAPAO DA IMBUIA,2018-08,1,23,Tráfico de drogas
ALTO DA XV,2018-09,1,14,Furto/Roubo
CAMPO COMPRIDO,2018-09,4,58,Estelionato
AHU,2018-09,22,273,Furto/Roubo
JUVEVE,2018-09,5,67,Estelionato
ALTO BOQUEIRAO,2018-09,16,253,Tráfico de drogas
SITIO CERCADO,2018-09,97,1277,Violência Doméstica
BUTIATUVINHA,2018-09,5,85,Violência Doméstica
MERCES,2018-09,7,84,Estelionato
GANCHINHO,2018-09,1,10,Estelionato
CENTRO CIVICO,2018-09,3,36,Violência Doméstica
BAIRRO ALTO,2018-09,49,636,Furto/Roubo
AGUA VERDE,2018-09,217,2820,Furto/Roubo
BACACHERI,2018-09,46,654,Furto/Roubo
BARREIRINHA,2018-09,27,385,Furto/Roubo
CABRAL,2018-09,3,43,Violência Doméstica
XAXIM,2018-09,81,1043,Furto/Roubo
ALTO DA RUA XV,2018-09,76,1065,Furto/Roubo
BAIRRO ALTO,2018-09,11,125,Estelionato
UBERABA,2018-09,131,1761,Furto/Roubo
BATEL,2018-09,80,940,Furto/Roubo
CACHOEIRA,2018-09,13,213,Violência Doméstica
ATUBA,2018-09,15,214,Furto/Roubo
CAPAO DA IMBUIA,2018-09,9,158,Violência Doméstica
BACACHERI,2018-09,11,119,Estelionato
SEMINARIO,2018-09,3,41,Violência Doméstica
GUABIROTUBA,2018-09,4,44,Estelionato
CASCATINHA,2018-09,1,3,Violência Doméstica
CAMPO DE SANTANA,2018-09,23,362,Violência Doméstica
CIDADE INDUSTRIAL,2018-09,159,2046,Violência Doméstica
LINDOIA,2018-09,1,17,Estelionato
TARUMA,2018-09,2,34,Violência Doméstica
CAJURU,2018-09,93,1141,Violência Doméstica
CAMPO COMPRIDO,2018-09,39,534,Violência Doméstica
CENTRO,2018-09,40,527,Violência Doméstica
AGUA VERDE,2018-09,2,30,Tráfico de drogas
ALTO DA RUA XV,2018-09,3,27,Tráfico de drogas
ALTO DA GLORIA,2018-09,38,498,Furto/Roubo
ALTO BOQUEIRAO,2018-09,80,998,Furto/Roubo
CAMPINA DO SIQUEIRA,2018-09,3,35,Estelionato
AHU,2018-09,2,42,Tráfico de drogas
BIGORRILHO,2018-09,71,927,Furto/Roubo
VISTA ALEGRE,2018-09,3,23,Violência Doméstica
VISTA ALEGRE,2018-09,8,96,Furto/Roubo
BACACHERI,2018-09,3,48,Tráfico de drogas
UMBARA,2018-09,41,652,Furto/Roubo
UBERABA,2018-09,47,623,Violência Doméstica
ABRANCHES,2018-09,1,2,Tráfico de drogas
GUAIRA,2018-09,10,119,Estelionato
VILA IZABEL,2018-09,22,270,Furto/Roubo
CAPAO RASO,2018-09,24,271,Violência Doméstica
AUGUSTA,2018-09,3,46,Furto/Roubo
ATUBA,2018-09,3,47,Tráfico de drogas
TATUQUARA,2018-09,53,726,Violência Doméstica
TINGUI,2018-09,20,294,Furto/Roubo
FAZENDINHA,2018-09,56,824,Furto/Roubo
TARUMA,2018-09,1,1,Tráfico de drogas
HUGO LANGE,2018-09,1,10,Estelionato
PINHEIRINHO,2018-09,21,256,Estelionato
GANCHINHO,2018-09,17,241,Furto/Roubo
SITIO CERCADO,2018-09,45,644,Tráfico de drogas
REBOUCAS,2018-09,13,165,Violência Doméstica
SEMINARIO,2018-09,4,55,Estelionato
CIDADE INDUSTRIAL,2018-09,73,1052,Tráfico de drogas
JUVEVE,2018-09,1,16,Violência Doméstica
SANTA FELICIDADE,2018-09,41,562,Furto/Roubo
GUABIROTUBA,2018-09,31,410,Furto/Roubo
SANTA QUITERIA,2018-09,22,266,Furto/Roubo
BOA VISTA,2018-09,6,53,Estelionato
SAO FRANCISCO,2018-09,9,136,Tráfico de drogas
SAO LOURENCO,2018-09,1,10,Estelionato
FANNY,2018-09,1,16,Tráfico de drogas
GUAIRA,2018-09,37,499,Furto/Roubo
SAO BRAZ,2018-09,3,35,Tráfico de drogas
JARDIM DAS AMERICAS,2018-09,9,118,Estelionato
SANTA CANDIDA,2018-09,50,668,Furto/Roubo
LINDOIA,2018-09,4,74,Violência Doméstica
HAUER,2018-09,106,1316,Furto/Roubo
SAO JOAO,2018-09,2,29,Estelionato
CAPAO RASO,2018-09,4,40,Estelionato
MERCES,2018-09,3,47,Violência Doméstica
SAO JOAO,2018-09,1,17,Tráfico de drogas
CABRAL,2018-09,8,84,Estelionato
CENTRO CIVICO,2018-09,1,16,Tráfico de drogas
CIDADE INDUSTRIAL,2018-09,25,263,Estelionato
ABRANCHES,2018-09,1,8,Violência Doméstica
SAO FRANCISCO,2018-09,68,880,Furto/Roubo
VILA IZABEL,2018-09,11,200,Violência Doméstica
JARDIM BOTANICO,2018-09,5,14,Violência Doméstica
ALTO DA RUA XV,2018-09,5,60,Estelionato
SANTA FELICIDADE,2018-09,16,220,Violência Doméstica
CENTRO CIVICO,2018-09,42,667,Furto/Roubo
BIGORRILHO,2018-09,16,174,Estelionato
CAPAO DA IMBUIA,2018-09,1,21,Tráfico de drogas
XAXIM,2018-09,2,14,Tráfico de drogas
TARUMA,2018-09,5,71,Estelionato
SAO BRAZ,2018-09,21,296,Furto/Roubo
UMBARA,2018-09,4,59,Tráfico de drogas
CIDADE INDUSTRIAL,2018-09,313,3966,Furto/Roubo
JARDIM DAS AMERICAS,2018-09,16,194,Violência Doméstica
UBERABA,2018-09,12,147,Tráfico de drogas
PILARZINHO,2018-09,4,38,Estelionato
CAPAO RASO,2018-09,3,48,Tráfico de drogas
SANTA CANDIDA,2018-09,28,394,Violência Doméstica
ABRANCHES,2018-09,12,171,Furto/Roubo
TINGUI,2018-09,7,56,Tráfico de drogas
SANTO INACIO,2018-09,16,235,Furto/Roubo
TATUQUARA,2018-09,19,215,Tráfico de drogas
JARDIM SOCIAL,2018-09,2,30,Violência Doméstica
SITIO CERCADO,2018-09,32,346,Estelionato
FANNY,2018-09,28,351,Furto/Roubo
CENTRO,2018-09,63,861,Tráfico de drogas
HUGO LANGE,2018-09,11,160,Furto/Roubo
CENTRO,2018-09,805,9983,Furto/Roubo
SANTA QUITERIA,2018-09,2,14,Tráfico de drogas
PORTAO,2018-09,23,230,Estelionato
PINHEIRINHO,2018-09,127,1723,Furto/Roubo
CENTRO,2018-09,109,1081,Estelionato
ORLEANS,2018-09,4,76,Violência Doméstica
MERCES,2018-09,75,1080,Furto/Roubo
SANTA QUITERIA,2018-09,4,44,Estelionato
PILARZINHO,2018-09,2,24,Tráfico de drogas
REBOUCAS,2018-09,13,155,Estelionato
PORTAO,2018-09,17,223,Violência Doméstica
TINGUI,2018-09,4,44,Violência Doméstica
MOSSUNGUE,2018-09,23,268,Furto/Roubo
PILARZINHO,2018-09,47,568,Furto/Roubo
PAROLIN,2018-09,7,132,Violência Doméstica
PINHEIRINHO,2018-09,12,177,Tráfico de drogas
SANTA FELICIDADE,2018-09,22,244,Estelionato
JARDIM SOCIAL,2018-09,1,12,Tráfico de drogas
PAROLIN,2018-09,7,85,Tráfico de drogas
XAXIM,2018-09,28,453,Violência Doméstica
LINDOIA,2018-09,2,31,Tráfico de drogas
PINHEIRINHO,2018-09,33,481,Violência Doméstica
PAROLIN,2018-09,43,572,Furto/Roubo
BOQUEIRAO,2018-09,24,304,Estelionato
NOVO MUNDO,2018-09,89,1211,Furto/Roubo
NOVO MUNDO,2018-09,5,76,Tráfico de drogas
PILARZINHO,2018-09,20,284,Violência Doméstica
ORLEANS,2018-09,13,131,Furto/Roubo
SANTA CANDIDA,2018-09,4,38,Estelionato
NAO DEFINIDO,2018-09,276,2686,Furto/Roubo
JARDIM BOTANICO,2018-09,1,16,Estelionato
LINDOIA,2018-09,18,224,Furto/Roubo
BUTIATUVINHA,2018-09,1,10,Estelionato
CENTRO CIVICO,2018-09,5,59,Estelionato
SAO FRANCISCO,2018-09,4,47,Estelionato
REBOUCAS,2018-09,125,1663,Furto/Roubo
JARDIM BOTANICO,2018-09,77,947,Furto/Roubo
SANTA FELICIDADE,2018-09,4,33,Tráfico de drogas
MOSSUNGUE,2018-09,7,93,Violência Doméstica
ALTO DA GLORIA,2018-09,3,29,Estelionato
GANCHINHO,2018-09,7,76,Tráfico de drogas
JARDIM DAS AMERICAS,2018-09,61,779,Furto/Roubo
SANTA CANDIDA,2018-09,4,38,Tráfico de drogas
GUABIROTUBA,2018-09,1,9,Tráfico de drogas
ABRANCHES,2018-09,2,19,Estelionato
SAO BRAZ,2018-09,4,52,Estelionato
PRADO VELHO,2018-09,52,618,Furto/Roubo
JARDIM SOCIAL,2018-09,16,240,Furto/Roubo
BOM RETIRO,2018-09,6,60,Estelionato
JUVEVE,2018-09,26,370,Furto/Roubo
GUAIRA,2018-09,9,124,Tráfico de drogas
PRADO VELHO,2018-09,1,14,Estelionato
NOVO MUNDO,2018-09,24,327,Violência Doméstica
PRADO VELHO,2018-09,10,145,Tráfico de drogas
PORTAO,2018-09,190,2768,Furto/Roubo
SANTO INACIO,2018-09,4,52,Estelionato
PORTAO,2018-09,11,157,Tráfico de drogas
HAUER,2018-09,3,60,Tráfico de drogas
UMBARA,2018-09,15,259,Violência Doméstica
ALTO BOQUEIRAO,2018-09,9,120,Estelionato
FAZENDINHA,2018-09,4,60,Tráfico de drogas
CACHOEIRA,2018-09,2,25,Estelionato
CRISTO REI,2018-09,58,820,Furto/Roubo
CAMPINA DO SIQUEIRA,2018-09,17,209,Furto/Roubo
ATUBA,2018-09,9,67,Violência Doméstica
FANNY,2018-09,2,25,Estelionato
HAUER,2018-09,6,69,Estelionato
BUTIATUVINHA,2018-09,2,20,Tráfico de drogas
MOSSUNGUE,2018-09,4,45,Estelionato
SEMINARIO,2018-09,23,279,Furto/Roubo
CAMPO DE SANTANA,2018-09,36,556,Furto/Roubo
UBERABA,2018-09,12,161,Estelionato
AHU,2018-09,5,63,Estelionato
ATUBA,2018-09,4,53,Estelionato
BATEL,2018-09,5,85,Tráfico de drogas
BATEL,2018-09,9,81,Estelionato
BUTIATUVINHA,2018-09,11,158,Furto/Roubo
AGUA VERDE,2018-09,22,249,Estelionato
FAZENDINHA,2018-09,20,255,Violência Doméstica
ALTO DA RUA XV,2018-09,5,43,Violência Doméstica
CAPAO DA IMBUIA,2018-09,35,458,Furto/Roubo
FAZENDINHA,2018-09,7,87,Estelionato
BOA VISTA,2018-09,25,337,Violência Doméstica
ORLEANS,2018-09,1,12,Estelionato
SANTO INACIO,2018-09,4,57,Violência Doméstica
NOVO MUNDO,2018-09,13,144,Estelionato
BIGORRILHO,2018-09,13,186,Violência Doméstica
TARUMA,2018-09,32,431,Furto/Roubo
SAO BRAZ,2018-09,15,239,Violência Doméstica
BATEL,2018-09,9,56,Violência Doméstica
TABOAO,2018-09,1,16,Furto/Roubo
CACHOEIRA,2018-09,9,142,Furto/Roubo
GANCHINHO,2018-09,14,259,Violência Doméstica
BARREIRINHA,2018-09,4,40,Estelionato
CABRAL,2018-09,30,468,Furto/Roubo
BARREIRINHA,2018-09,26,242,Violência Doméstica
CAMPO DE SANTANA,2018-09,4,52,Estelionato
VILA IZABEL,2018-09,5,57,Estelionato
BOA VISTA,2018-09,2,41,Tráfico de drogas
CAJURU,2018-09,175,2248,Furto/Roubo
BAIRRO ALTO,2018-09,32,371,Violência Doméstica
CRISTO REI,2018-09,9,97,Estelionato
BACACHERI,2018-09,11,207,Violência Doméstica
SITIO CERCADO,2018-09,221,2814,Furto/Roubo
GUABIROTUBA,2018-09,5,26,Violência Doméstica
UMBARA,2018-09,5,67,Estelionato
VISTA ALEGRE,2018-09,2,23,Estelionato
CAMPO COMPRIDO,2018-09,34,473,Furto/Roubo
BOQUEIRAO,2018-09,12,193,Tráfico de drogas
GUAIRA,2018-09,9,122,Violência Doméstica
ALTO DA GLORIA,2018-09,1,11,Violência Doméstica
CAJURU,2018-09,15,139,Estelionato
SAO LOURENCO,2018-09,13,182,Furto/Roubo
BOA VISTA,2018-09,56,805,Furto/Roubo
CAMPO COMPRIDO,2018-09,1,15,Tráfico de drogas
HAUER,2018-09,8,127,Violência Doméstica
TATUQUARA,2018-09,7,96,Estelionato
TINGUI,2018-09,2,23,Estelionato
FANNY,2018-09,10,125,Violência Doméstica
SANTA QUITERIA,2018-09,14,162,Violência Doméstica
ALTO BOQUEIRAO,2018-09,36,480,Violência Doméstica
CAJURU,2018-09,13,152,Tráfico de drogas
BAIRRO ALTO,2018-09,6,75,Tráfico de drogas
SAO FRANCISCO,2018-09,1,18,Violência Doméstica
BOQUEIRAO,2018-09,42,629,Violência Doméstica
SAO JOAO,2018-09,1,20,Furto/Roubo
AHU,2018-09,5,90,Violência Doméstica
CASCATINHA,2018-09,3,39,Furto/Roubo
BOM RETIRO,2018-09,27,348,Furto/Roubo
CAXIMBA,2018-09,3,41,Furto/Roubo
CAPAO DA IMBUIA,2018-09,4,40,Estelionato
AGUA VERDE,2018-09,21,256,Violência Doméstica
XAXIM,2018-09,12,135,Estelionato
CRISTO REI,2018-09,14,148,Violência Doméstica
BARREIRINHA,2018-09,2,15,Tráfico de drogas
PAROLIN,2018-09,7,67,Estelionato
BOQUEIRAO,2018-09,159,1950,Furto/Roubo
TATUQUARA,2018-09,97,1260,Furto/Roubo
BOM RETIRO,2018-09,2,30,Violência Doméstica
CAPAO RASO,2018-09,66,975,Furto/Roubo
BATEL,2018-10,10,155,Violência Doméstica
BAIRRO ALTO,2018-10,6,68,Estelionato
NOVO MUNDO,2018-10,32,431,Violência Doméstica
AGUA VERDE,2018-10,5,81,Tráfico de drogas
PRADO VELHO,2018-10,5,85,Tráfico de drogas
SITIO CERCADO,2018-10,95,1299,Violência Doméstica
PILARZINHO,2018-10,24,280,Violência Doméstica
BACACHERI,2018-10,17,212,Estelionato
BARREIRINHA,2018-10,11,149,Estelionato
CAPAO DA IMBUIA,2018-10,16,173,Violência Doméstica
BUTIATUVINHA,2018-10,11,127,Violência Doméstica
NOVO MUNDO,2018-10,3,50,Tráfico de drogas
BOQUEIRAO,2018-10,61,856,Violência Doméstica
BOM RETIRO,2018-10,5,43,Estelionato
REBOUCAS,2018-10,5,71,Tráfico de drogas
CRISTO REI,2018-10,3,47,Violência Doméstica
GUAIRA,2018-10,5,80,Tráfico de drogas
ORLEANS,2018-10,2,33,Tráfico de drogas
PILARZINHO,2018-10,4,67,Tráfico de drogas
LINDOIA,2018-10,1,12,Tráfico de drogas
AGUA VERDE,2018-10,38,414,Estelionato
TINGUI,2018-10,13,129,Violência Doméstica
JARDIM BOTANICO,2018-10,5,67,Tráfico de drogas
BOA VISTA,2018-10,19,270,Violência Doméstica
BACACHERI,2018-10,3,50,Tráfico de drogas
CAPAO RASO,2018-10,2,2,Violência Doméstica
